STEM,LEMMA,FORMS...
thin-bon,thin-boned (JJ),thin-boned (JJ)
thin-fac,thin-faced (JJ),thin-faced (JJ)
thing,thing (n),thing (NN),things (NNS)
think,think (v),thinks (VBZ),thinking (NN),think (NN)
thinker,thinker (n),thinkers (NNS)
thinner,thinner (n),thinner (NN)
thinnest,thinnest (JJS),thinnest (JJS)
third,third (n),third (JJ)
third-hand,third-hand (JJ),third-hand (JJ)
thirti,thirty (VBP),thirty (VBP)
thirty-seven,thirty-seven (JJ),thirty-seven (JJ)
thirty-year,thirty-year (JJ),thirty-year (JJ)
this,this (DT),this (DT)
thorax,thorax (VBP),thorax (VBP),thoraxes (NNS)
thorough,thoroughly (RB),thoroughly (RB),thoroughness (NN)
thoroughfar,thoroughfare (n),thoroughfares (NNS),thoroughfare (NN)
those,those (DT),those (DT)
though,though (IN),though (IN)
thought,thoughtful (JJ),thoughtful (JJ),thoughts (NNS),thoughtfully (RB),thoughtfulness (NN),thought (VBD)
thoughtless,thoughtless (NN),thoughtless (NN),thoughtlessly (RB)
thousand,thousand (n),thousand (CD),thousands (NNS)
thousand-year,thousand-year (JJ),thousand-year (JJ)
thousandfold,thousandfold (NN),thousandfold (NN)
thousands-strong,thousands-strong (JJ),thousands-strong (JJ)
thrash,thrash (v),thrashing (VBG),thrash (NN)
thread,thread (n),threads (NNS),thread (NN),threaded (VBD)
threat,threat (n),threat (NN),threats (NNS)
threaten,threaten (RB),threaten (RB),threatened (VBD),threatening (JJ)
three,three (n),threes (NNS),three (CD)
three-dimension,three-dimensional (JJ),three-dimensional (JJ)
three-prong,three-pronged (JJ),three-pronged (JJ)
three-quart,three-quarter (JJ),three-quarter (JJ)
threshold,threshold (n),threshold (JJ)
threw,threw (JJ),threw (JJ)
thrill,thrill (n),thrill (NN)
thrive,thrive (v),thrived (VBD),thriving (VBG)
throat,throat (VBP),throat (VBP)
throat-catch,throat-catching (VBG),throat-catching (VBG)
throe,throe (n),throes (NNS)
throne,throne (n),throne (RB)
throng,throng (n),throngs (NNS),thronging (VBG),thronged (VBD),throng (IN)
through,through (IN),through (IN)
throughout,throughout (IN),throughout (IN)
throw,throw (n),throw (JJ),throwing (VBG),throws (VBZ)
thrown,thrown (IN),thrown (IN)
thrum,thrum (v),thrumming (VBG),thrum (JJ)
thrust,thrust (n),thrust (JJ)
thruster,thruster (n),thrusters (NNS)
thumb,thumb (n),thumbs (JJ)
thump,thump (n),thump (JJ)
thunder,thunder (n),thunder (NN),thunderous (JJ),thunderously (RB),thundered (VBN)
thus,thus (n),thus (RB)
tick,ticking (n),ticking (NN)
tickl,tickle (v),tickling (VBG)
tide,tide (n),tide (IN)
tidi,tidy (n),tidy (NN)
tie,tie (n),ties (NNS),tied (VBN)
tiger,tiger (n),tiger (NN)
tight,tight (JJ),tight (JJ),tightly (RB),tightness (NN)
tighten,tighten (v),tightens (VBZ)
tilt,tilt (n),tilts (NNS),tilted (JJ)
timber,timber (n),timber (JJ)
time,timing (n),timing (NN),time (NN),times (NNS)
time-worn,time-worn (JJ),time-worn (JJ)
timeless,timeless (JJ),timeless (JJ)
timelin,timeline (n),timeline (JJ)
timet,timetable (n),timetable (JJ)
timid,timidity (n),timidity (NN)
tin,tin (n),tin (NN)
tini,tiny (JJ),tiny (JJ)
tiniest,tiniest (NN),tiniest (NN)
tinker,tinker (v),tinkering (VBG)
tinni,tinny (JJ),tinny (JJ)
tip,tip (n),tips (NNS),tip (JJ)
tirad,tirade (n),tirade (NN)
tire,tiredly (RB),tiredly (RB),tired (JJ)
tireless,tireless (VBD),tireless (VBD),tirelessly (RB)
tissu,tissue (v),tissue (VBP)
titl,title (n),title (NN)
today,today (n),today (NN)
toe,toe (n),toes (NNS)
togeth,together (RB),together (RB)
toil,toil (n),toil (NN)
token,token (VBP),token (VBP)
told,tell (v),told (VBN)
toler,tolerance (n),tolerance (NN),tolerances (NNS)
toll,toll (n),toll (NN)
tomorrow,tomorrow (n),tomorrow (NN)
ton,ton (n),tons (NNS)
tone,tone (n),tones (NNS),tone (JJ)
toneless,tonelessly (RB),tonelessly (RB)
tongu,tongue (v),tongue (VBP)
tonight,tonight (n),tonight (NN)
too,too (RB),too (RB)
took,take (v),took (VBD)
tool,tool (n),tool (NN),tools (NNS),tooled (JJ)
tool-us,tool-using (JJ),tool-using (JJ)
toolbelt,toolbelt (NN),toolbelt (NN)
toolkit,toolkit (NN),toolkit (NN)
tooth,toothed (VBD),toothed (VBD)
top,top (n),top (JJ)
topic,topic (VBP),topic (VBP)
topographi,topography (n),topography (NN)
tor,tor (n),tor (NN)
torch,torch (n),torch (JJ),torches (NNS)
tore,tore (n),tore (RB)
torn,torn (JJ),torn (JJ)
torn-open,torn-open (JJ),torn-open (JJ)
torn-up,torn-up (JJ),torn-up (JJ)
torrent,torrent (n),torrent (JJ)
torso,torso (n),torso (JJ)
tortur,tortured (JJ),tortured (JJ)
tosser,tosser (n),tosser (JJ)
total,total (n),total (JJ)
touch,touch (n),touch (JJ),touches (NNS),touched (VBN),touching (JJ)
touching-up,touching-up (JJ),touching-up (JJ)
tough,tough (n),tough (JJ)
toward,towards (NNS),towards (NNS)
tower,tower (n),towers (NNS)
town,town (n),town (NN)
toxic,toxic (NN),toxic (NN),toxicity (NN)
toxin,toxin (n),toxin (NN)
toy,toy (v),toys (VBZ),toy (NN)
trace,trace (n),traces (NNS),trace (NN),traced (VBD)
traceri,tracery (n),tracery (NN)
track,tracked (JJ),tracked (JJ),tracking (VBG),track (NN)
tradabl,tradable (JJ),tradable (JJ)
trade,trading (n),trading (NN),traded (VBD),trades (NNS),trade (NN)
trademark,trademark (v),trademark (VBP)
tradit,tradition (n),tradition (NN),traditions (NNS),traditional (JJ),traditionally (RB)
traditionalist,traditionalist (n),traditionalists (NNS)
traffic,traffic (n),traffic (NN)
tragedi,tragedy (n),tragedies (NNS),tragedy (NN)
trail,trail (v),trailing (VBG),trails (NNS),trailed (VBD),trail (NN)
train,train (n),train (NN),trained (JJ),training (NN)
trait,trait (n),trait (NN),traits (NNS)
traitor,traitor (VBP),traitor (VBP),traitors (NNS)
trajectori,trajectory (n),trajectory (JJ)
trampl,trample (v),trampled (VBD)
tranch,tranche (n),tranches (NNS)
tranquil,tranquillity (n),tranquillity (NN)
transcend,transcendent (JJ),transcendent (JJ),transcendence (NN)
transcrib,transcribe (NN),transcribe (NN),transcribed (VBD)
transcript,transcription (n),transcription (NN),transcriptions (NNS)
transfer,transfer (n),transfer (NN),transferred (VBD)
transform,transform (v),transforming (VBG),transformed (VBD),transformations (NNS)
transfus,transfusion (n),transfusion (NN)
transient,transient (n),transient (NN)
transit,transition (n),transition (NN)
translat,translates (NNS),translates (NNS),translation (NN),translations (NNS),translating (VBG),translate (NN),translator (NN),translated (VBN)
transluc,translucently (RB),translucently (RB)
transmiss,transmission (n),transmission (NN),transmissions (NNS),transmissible (JJ)
transmit,transmit (v),transmitted (VBD),transmit (VBP),transmitting (VBG),transmits (NNS)
transmitt,transmitter (n),transmitters (NNS),transmitter (RB)
transmitterreceiv,transmitterreceiver (IN),transmitterreceiver (IN)
transpar,transparency (n),transparency (NN),transparent (VBP)
transpir,transpire (v),transpired (VBN)
transport,transport (n),transport (NN),transporting (VBG)
trap,trap (n),trap (NN),trapping (VBG),trapped (VBD),traps (NNS)
trauma,trauma (n),trauma (JJ)
travel,travel (v),travelling (VBG),travel (JJ),traveller (IN),travellers (NNS),travels (NNS),travelled (VBD)
travers,traverse (n),traverse (NN)
treacher,treacherous (JJ),treacherous (JJ)
tread,tread (n),treads (NNS),tread (JJ)
treason,treason (n),treason (NN)
treasur,treasure (n),treasure (NN)
treat,treat (v),treating (VBG),treat (VBP),treated (VBD)
treatis,treatise (n),treatise (NN)
treatment,treatment (n),treatment (NN)
tree,tree (n),trees (NNS),tree (JJ)
tree-cutt,tree-cutters (NNS),tree-cutters (NNS)
tree-dwel,tree-dwelling (JJ),tree-dwelling (JJ)
treelin,treeline (NN),treeline (NN)
trek,trek (n),trek (NNS)
trembl,tremble (n),tremble (JJ),trembling (VBG)
tremor,tremor (n),tremor (NN),tremors (NNS)
tremul,tremulous (JJ),tremulous (JJ)
trepid,trepidation (n),trepidation (NN)
trespass,trespass (v),trespassing (VBG)
tri,try (v),tried (VBN),tries (NNS),trying (VBG),try (VB)
trial,trial (n),trial (NN),trials (NNS)
trial-and-error,trial-and-error (RB),trial-and-error (RB)
triangul,triangulate (v),triangulate (VBP)
tribe,tribe (n),tribe (NN)
trick,trick (v),trick (VBP),tricked (VBD),tricks (NNS)
trickl,trickle (v),trickling (VBG)
trickster,trickster (n),trickster (RB)
trigger,trigger (v),triggering (VBG),triggered (VBD),trigger (RB)
trim,trim (v),trim (VBP)
trio,trio (n),trio (JJ)
trip,trip (v),tripping (VBG),trip (NN),tripped (VBD)
tripwir,tripwire (VBP),tripwire (VBP)
trite,trite (JJ),trite (JJ)
triumph,triumph (n),triumphs (IN),triumph (VBP)
triumphant,triumphant (VBP),triumphant (VBP)
trivia,trivia (n),trivia (NN)
trivial,trivial (JJ),trivial (JJ)
troop,troop (n),troop (NN),troops (NNS)
trophi,trophy (n),trophies (NNS)
tropic,tropical (JJ),tropical (JJ)
trot,trot (v),trotting (VBG)
troubl,trouble (n),trouble (NN),troubled (JJ),troubles (NNS),troubling (VBG)
troubleshoot,troubleshoot (v),troubleshooting (VBG)
trough,trough (n),troughs (NNS)
trove,trove (n),trove (IN)
true,true (n),true (JJ)
truli,truly (RB),truly (RB)
truncat,truncate (v),truncated (VBN)
trunk,trunk (n),trunks (NNS),trunk (JJ)
truss,trussed (JJ),trussed (JJ)
trust,trusted (JJ),trusted (JJ),trusting (VBG),trusts (VBZ),trust (JJ)
truth,truth (n),truths (JJ),truth (NN)
tube,tube (v),tubes (VBP),tube (NN)
tuck,tuck (v),tucking (VBG)
tuft,tuft (n),tufts (NNS)
tug,tug (v),tugging (VBG),tug (JJ),tugged (JJ)
tumbl,tumble (v),tumbling (VBG),tumbled (VBN),tumble (JJ)
tumult,tumult (n),tumult (NN)
tumultu,tumultuous (JJ),tumultuous (JJ)
tune,tuned (JJ),tuned (JJ),tune (NN)
tunnel,tunnelling (NN),tunnelling (NN),tunnels (NNS),tunnel (NN)
turbul,turbulent (JJ),turbulent (JJ),turbulence (JJ)
turd,turd (n),turds (NNS)
turf,turf (n),turf (NN)
turn,turn (v),turns (VBZ),turned (VBD),turning (VBG),turn (VB)
turncoat,turncoat (n),turncoat (JJ)
tussl,tussle (n),tussle (JJ)
tut,tutted (VBN),tutted (VBN)
tutori,tutorial (n),tutorial (JJ)
twang,twang (v),twang (VBP),twanging (VBG)
twat,twat (n),twat (NN)
tweak,tweak (v),tweaked (VBD)
twelv,twelve (n),twelve (NN)
twenti,twenty (n),twenty (JJ)
twenty-four,twenty-four (n),twenty-four (JJ)
twenty-seven,twenty-seven (n),twenty-seven (JJ)
twenty-two,twenty-two (n),twenty-two (JJ)
twenty-year-old,twenty-year-old (JJ),twenty-year-old (JJ)
twice,twice (RB),twice (RB)
twig,twig (n),twigs (NNS)
twig-thin,twig-thin (JJ),twig-thin (JJ)
twin,twin (n),twin (NN)
twist,twist (n),twist (JJ),twisted (VBD),twisting (VBG)
twitch,twitch (v),twitching (VBG),twitched (JJ),twitch (NN)
two,two (n),two (CD)
two-and-half-day,two-and-half-day (JJ),two-and-half-day (JJ)
twos,two (n),twos (NN)
type,typed (JJ),typed (JJ),type (NN)
typic,typical (JJ),typical (JJ)
tyrann,tyrannous (JJ),tyrannous (JJ)
tyranni,tyranny (n),tyranny (NN)
tyrant,tyrant (n),tyrant (JJ)
ubiquit,ubiquitous (JJ),ubiquitous (JJ)
ugli,ugly (RB),ugly (RB)
ultim,ultimate (n),ultimate (NN)
ultimatum,ultimatum (n),ultimatum (JJ)
ultra,ultra (JJ),ultra (JJ)
ultraviolet,ultraviolet (n),ultraviolet (JJ)
un-antlik,un-antlike (JJ),un-antlike (JJ)
un-b,un-being (JJ),un-being (JJ)
un-gent,un-gently (RB),un-gently (RB)
unab,unabated (JJ),unabated (JJ)
unabl,unable (JJ),unable (JJ)
unaccustom,unaccustomed (VBD),unaccustomed (VBD)
unacknowledg,unacknowledged (VBD),unacknowledged (VBD)
unannounc,unannounced (JJ),unannounced (JJ)
unapologet,unapologetic (JJ),unapologetic (JJ)
unappreci,unappreciated (JJ),unappreciated (JJ)
unargu,unarguable (JJ),unarguable (JJ)
unask,unasked (JJ),unasked (JJ)
unassist,unassisted (JJ),unassisted (JJ)
unauthor,unauthorized (JJ),unauthorized (JJ)
unawar,unawares (JJ),unawares (JJ),unaware (JJ)
unbalanc,unbalance (v),unbalancing (VBG)
unbear,unbearable (JJ),unbearable (JJ)
unbroken,unbroken (JJ),unbroken (JJ)
unceremoni,unceremoniously (RB),unceremoniously (RB)
uncertain,uncertainly (RB),uncertainly (RB),uncertain (JJ)
uncertainti,uncertainty (n),uncertainty (NN)
unchang,unchanged (JJ),unchanged (JJ)
uncheck,unchecked (JJ),unchecked (JJ)
unclassifi,unclassified (JJ),unclassified (JJ)
unclear,unclear (JJ),unclear (JJ)
unclench,unclench (JJ),unclench (JJ)
unclip,unclipped (JJ),unclipped (JJ)
uncomfort,uncomfortably (RB),uncomfortably (RB),uncomfortable (JJ)
uncompromis,uncompromising (JJ),uncompromising (JJ)
unconcern,unconcerned (VBD),unconcerned (VBD)
unconsci,unconscious (n),unconscious (JJ)
uncontamin,uncontaminated (JJ),uncontaminated (JJ)
uncontrol,uncontrollable (JJ),uncontrollable (JJ),uncontrolled (JJ)
unconvinc,unconvinced (VBD),unconvinced (VBD)
uncount,uncounted (VBD),uncounted (VBD)
uncov,uncovered (JJ),uncovered (JJ)
undead,undead (JJ),undead (JJ)
undemand,undemanding (JJ),undemanding (JJ)
undeni,undeniably (RB),undeniably (RB),undeniable (JJ)
under,under (IN),under (IN),underlying (VBG)
underclass,underclass (VBP),underclass (VBP)
underfoot,underfoot (JJ),underfoot (JJ)
undergo,undergo (JJ),undergo (JJ),undergoing (VBG)
undergon,undergone (NN),undergone (NN)
underground,underground (n),underground (JJ)
underhang,underhang (JJ),underhang (JJ)
underl,underling (n),underlings (NNS),underling (JJ)
undermin,undermine (v),undermined (VBD)
undersid,underside (n),underside (JJ)
understand,understanding (n),understandings (NNS),understanding (VBG),understand (JJ),understands (NNS)
understat,understatement (n),understatement (JJ)
understood,understood (JJ),understood (JJ)
undertak,undertake (v),undertake (VBP),undertaking (VBG)
undertaken,undertaken (JJ),undertaken (JJ)
underwat,underwater (JJ),underwater (JJ)
undeserv,undeserved (VBN),undeserved (VBN),undeserving (VBG)
undesir,undesirable (n),undesirable (JJ)
undetect,undetected (JJ),undetected (JJ)
undid,undid (JJ),undid (JJ)
undignifi,undignified (JJ),undignified (JJ)
undilut,undiluted (JJ),undiluted (JJ)
undirect,undirected (JJ),undirected (JJ)
undu,undue (JJ),undue (JJ)
unearth,unearthed (JJ),unearthed (JJ)
uneas,unease (n),unease (JJ)
uneasi,uneasy (JJ),uneasy (JJ)
uneasili,uneasily (RB),uneasily (RB)
unemot,unemotional (JJ),unemotional (JJ)
unenthusiast,unenthusiastically (RB),unenthusiastically (RB)
unequ,unequal (JJ),unequal (JJ)
unequivoc,unequivocal (JJ),unequivocal (JJ)
uneven,uneven (JJ),uneven (JJ)
unexceptional-seem,unexceptional-seeming (JJ),unexceptional-seeming (JJ)
unexpect,unexpected (JJ),unexpected (JJ),unexpectedly (RB)
unfair,unfair (JJ),unfair (JJ)
unfamiliar,unfamiliar (JJ),unfamiliar (JJ)
unflapp,unflappable (JJ),unflappable (JJ)
unflatt,unflattering (VBG),unflattering (VBG)
unfold,unfolding (n),unfolding (JJ)
unforeseen,unforeseen (JJ),unforeseen (JJ)
unform,unformed (JJ),unformed (JJ)
unfortun,unfortunately (RB),unfortunately (RB)
unfrequ,unfrequented (JJ),unfrequented (JJ)
ungain,ungainly (RB),ungainly (RB)
ungrat,ungrateful (JJ),ungrateful (JJ)
unhappi,unhappy (JJ),unhappy (JJ),unhappier (JJ)
unhappili,unhappily (RB),unhappily (RB)
unharm,unharmed (JJ),unharmed (JJ)
unhealthi,unhealthy (JJ),unhealthy (JJ)
unheard,unheard (JJ),unheard (JJ)
uniform,uniform (n),uniform (JJ),uniformly (RB)
unimagin,unimaginably (JJ),unimaginably (JJ)
unimpress,unimpressive (JJ),unimpressive (JJ)
uninhabit,uninhabitable (JJ),uninhabitable (JJ)
union,union (n),union (NN),unions (NNS)
uniqu,uniquely (RB),uniquely (RB),unique (JJ)
unit,united (JJ),united (JJ),units (NNS),unit (NN)
uniti,unity (n),unity (NN)
univers,universal (n),universal (JJ),universe (JJ)
unkempt,unkempt (JJ),unkempt (JJ)
unknow,unknowable (JJ),unknowable (JJ),unknowingly (RB)
unknown,unknown (n),unknown (JJ)
unleash,unleash (v),unleashing (VBG),unleashed (VBD),unleash (NN)
unless,unless (IN),unless (IN)
unlik,unlikely (JJ),unlikely (JJ),unlike (IN)
unliv,unlive (v),unliving (VBG)
unlock,unlock (v),unlocking (VBG),unlocked (JJ),unlock (NN)
unlucki,unlucky (JJ),unlucky (JJ)
unmak,unmake (v),unmake (VBP)
unman,unmanned (JJ),unmanned (JJ)
unmask,unmasked (JJ),unmasked (JJ)
unmistak,unmistakably (RB),unmistakably (RB),unmistakable (JJ)
unmitig,unmitigated (JJ),unmitigated (JJ)
unmolest,unmolested (JJ),unmolested (JJ)
unmov,unmoved (JJ),unmoved (JJ)
unnam,unnamed (JJ),unnamed (JJ)
unnatur,unnaturally (RB),unnaturally (RB),unnatural (JJ)
unnecessari,unnecessary (JJ),unnecessary (JJ)
unnot,unnoticed (JJ),unnoticed (JJ)
unoccupi,unoccupied (JJ),unoccupied (JJ)
unorthodox,unorthodox (JJ),unorthodox (JJ)
unpack,unpacked (JJ),unpacked (JJ),unpacking (NN)
unparallel,unparalleled (JJ),unparalleled (JJ)
unpilot,unpiloted (VBD),unpiloted (VBD)
unpleas,unpleasant (JJ),unpleasant (JJ)
unpreced,unprecedented (JJ),unprecedented (JJ)
unpredict,unpredictable (JJ),unpredictable (JJ)
unprepar,unprepared (JJ),unprepared (JJ)
unprepossess,unprepossessing (VBG),unprepossessing (VBG)
unprotect,unprotected (VBD),unprotected (VBD)
unravel,unravelled (JJ),unravelled (JJ),unravelling (JJ),unravel (JJ),unravels (NNS)
unreal,unreal (JJ),unreal (JJ)
unrecogniz,unrecognizable (JJ),unrecognizable (JJ)
unreli,unreliable (JJ),unreliable (JJ)
unreport,unreported (JJ),unreported (JJ)
unrest,unrest (n),unrest (NN)
unrol,unrolled (JJ),unrolled (JJ)
unruli,unruly (JJ),unruly (JJ)
unsatisfactori,unsatisfactory (JJ),unsatisfactory (JJ)
unseeabl,unseeable (JJ),unseeable (JJ)
unseen,unseen (n),unseen (JJ)
unshaven,unshaven (JJ),unshaven (JJ)
unspoken,unspoken (JJ),unspoken (JJ)
unstabl,unstable (JJ),unstable (JJ)
unsteadi,unsteady (JJ),unsteady (JJ)
unstint,unstinting (VBG),unstinting (VBG)
unsur,unsure (NN),unsure (NN)
unsurpris,unsurprised (JJ),unsurprised (JJ)
untam,untamed (JJ),untamed (JJ)
untangl,untangled (JJ),untangled (JJ)
unthink,unthinkably (RB),unthinkably (RB),unthinking (JJ),unthinkable (JJ)
untidi,untidy (JJ),untidy (JJ)
until,until (IN),until (IN)
untim,untimed (JJ),untimed (JJ)
unto,unto (JJ),unto (JJ)
untold,untold (JJ),untold (JJ)
untouch,untouched (JJ),untouched (JJ)
untoward,untoward (RB),untoward (RB)
untrain,untrained (VBD),untrained (VBD)
unusu,unusual (JJ),unusual (JJ)
unvari,unvarying (NN),unvarying (NN)
unwant,unwanted (JJ),unwanted (JJ)
unwari,unwary (JJ),unwary (JJ)
unwelcom,unwelcome (JJ),unwelcome (JJ)
unwil,unwillingly (RB),unwillingly (RB),unwilling (JJ)
unwis,unwise (NN),unwise (NN)
unwit,unwittingly (RB),unwittingly (RB),unwitting (JJ)
unworthi,unworthy (JJ),unworthy (JJ)
unwrap,unwraps (NNS),unwraps (NNS)
unyield,unyielding (VBG),unyielding (VBG)
updat,update (n),update (NN)
upheav,upheaval (n),upheavals (NNS)
uplift,uplift (n),uplift (NN),uplifted (VBD)
upload,uploader (JJ),uploader (JJ),uploading (JJ),uploaded (VBD),upload (VBP)
upon,upon (IN),upon (IN)
upper,upper (n),upper (JJ)
uppermost,uppermost (FW),uppermost (FW)
uprais,upraised (JJ),upraised (JJ)
uproot,uprooted (JJ),uprooted (JJ)
upsid,upside (n),upside (JJ)
upsurg,upsurge (n),upsurge (JJ)
upward,upwards (NNS),upwards (NNS),upward (JJ)
upwind,upwind (IN),upwind (IN)
urban,urban (NN),urban (NN)
urg,urged (JJ),urged (JJ),urges (JJ),urge (NN),urging (JJ)
urgent,urgent (JJ),urgent (JJ),urgently (RB)
urin,urine (n),urine (JJ)
usag,usage (n),usage (NN)
use,use (v),uses (VBZ),used (VBN),useful (JJ),usefulness (JJ),using (VBG),use (VB)
useless,useless (NN),useless (NN),uselessly (RB)
user-servic,user-serviceable (JJ),user-serviceable (JJ)
usual,usual (JJ),usual (JJ),usually (RB)
utensil,utensils (VBZ),utensils (VBZ)
util,utility (n),utility (NN),utilizing (NN),utilized (JJ),utilize (JJ)
utmost,utmost (n),utmost (JJ)
utter,utter (JJ),utter (JJ),utterance (NN),utterly (JJ),uttering (JJ)
vaccin,vaccination (n),vaccination (NN)
vacuous,vacuously (RB),vacuously (RB)
vacuum,vacuum (v),vacuum (VBZ)
vacuum-desicc,vacuum-desiccated (JJ),vacuum-desiccated (JJ)
vacuum-dri,vacuum-dried (JJ),vacuum-dried (JJ)
vagrant,vagrant (n),vagrant (JJ)
vagu,vaguely (RB),vaguely (RB),vague (JJ)
valiant,valiantly (RB),valiantly (RB)
valid,validation (n),validation (NN),valid (JJ)
valley,valley (n),valleys (JJ)
valour,valour (n),valour (JJ)
valu,value (n),values (NNS),value (NN),valued (VBN)
valuabl,valuable (n),valuable (JJ)
vampir,vampire (n),vampire (NN)
vane,vane (n),vanes (NNS)
vanguard,vanguard (n),vanguard (RB)
